# X position, Y position, Z position, X direction, Y direction, Z direction, Intensity
-0.93340616 -0.21175392 -0.28967777 0.01005626 -0.99994456 0.00312091 0.99936081
-0.93340616 -0.21175392 0.28967777 0.01005626 -0.99994456 -0.00312091 0.99936081
-0.86893285 -0.10916657 -0.48274047 0.02091991 -0.99971360 0.01162217 0.98307278
-0.86893285 -0.10916657 0.48274047 0.02091991 -0.99971360 -0.01162217 0.98307278
-0.48274047 -0.10916657 -0.86893285 0.01162217 -0.99971360 0.02091991 0.98307278
-0.48274047 -0.10916657 0.86893285 0.01162217 -0.99971360 -0.02091991 0.98307278
-0.28967777 -0.21175392 -0.93340616 0.00312091 -0.99994456 0.01005626 0.99936081
-0.28967777 -0.21175392 0.93340616 0.00312091 -0.99994456 -0.01005626 0.99936081
0.28967777 -0.21175392 -0.93340616 -0.00312091 -0.99994456 0.01005626 0.99936081
0.28967777 -0.21175392 0.93340616 -0.00312091 -0.99994456 -0.01005626 0.99936081
0.48274047 -0.10916657 -0.86893285 -0.01162217 -0.99971360 0.02091991 0.98307278
0.48274047 -0.10916657 0.86893285 -0.01162217 -0.99971360 -0.02091991 0.98307278
0.86893285 -0.10916657 -0.48274047 -0.02091991 -0.99971360 0.01162217 0.98307278
0.86893285 -0.10916657 0.48274047 -0.02091991 -0.99971360 -0.01162217 0.98307278
0.93340616 -0.21175392 -0.28967777 -0.01005626 -0.99994456 0.00312091 0.99936081
0.93340616 -0.21175392 0.28967777 -0.01005626 -0.99994456 -0.00312091 0.99936081
-0.83401678 -0.29954900 -0.46334265 0.18971684 -0.97616532 0.10539825 0.00001783
-0.83401678 -0.29954900 0.46334265 0.18971684 -0.97616532 -0.10539825 0.00001783
-0.81763506 -0.14948575 -0.55599184 -0.06026709 -0.99734066 -0.04098162 0.23484344
-0.81763506 -0.14948575 0.55599184 -0.06026709 -0.99734066 0.04098162 0.23484344
-0.55599184 -0.14948575 -0.81763506 -0.04098162 -0.99734066 -0.06026709 0.23484344
-0.55599184 -0.14948575 0.81763506 -0.04098162 -0.99734066 0.06026709 0.23484344
-0.46334265 -0.29954900 -0.83401678 0.10539825 -0.97616532 0.18971684 0.00001783
-0.46334265 -0.29954900 0.83401678 0.10539825 -0.97616532 -0.18971684 0.00001783
0.46334265 -0.29954900 -0.83401678 -0.10539825 -0.97616532 0.18971684 0.00001783
0.46334265 -0.29954900 0.83401678 -0.10539825 -0.97616532 -0.18971684 0.00001783
0.55599184 -0.14948575 -0.81763506 0.04098162 -0.99734066 -0.06026709 0.23484344
0.55599184 -0.14948575 0.81763506 0.04098162 -0.99734066 0.06026709 0.23484344
0.81763506 -0.14948575 -0.55599184 0.06026709 -0.99734066 -0.04098162 0.23484344
0.81763506 -0.14948575 0.55599184 0.06026709 -0.99734066 0.04098162 0.23484344
0.83401678 -0.29954900 -0.46334265 -0.18971684 -0.97616532 0.10539825 0.00001783
0.83401678 -0.29954900 0.46334265 -0.18971684 -0.97616532 -0.10539825 0.00001783
-0.95768887 -0.17144729 -0.23116628 -0.09992447 -0.99470264 -0.02411970 0.00240927
-0.98480913 -0.03634193 -0.16979468 -0.27563923 -0.96008566 -0.04752401 0.00045322
-0.98480913 -0.03634193 0.16979468 -0.27563923 -0.96008566 0.04752401 0.00045322
-0.95768887 -0.17144729 0.23116628 -0.09992447 -0.99470264 0.02411970 0.00240927
-0.87529737 -0.23715666 -0.42143948 -0.01755573 -0.99981016 -0.00845276 0.00491917
-0.87529737 -0.23715666 0.42143948 -0.01755573 -0.99981016 0.00845276 0.00491917
-0.72019066 -0.49141662 -0.48972965 0.23703346 -0.95803719 0.16118275 0.01126512
-0.72019066 -0.49141662 0.48972965 0.23703346 -0.95803719 -0.16118275 0.01126512
-0.75954635 -0.17144729 -0.62745133 -0.07925044 -0.99470264 -0.06546775 0.00240927
-0.75954635 -0.17144729 0.62745133 -0.07925044 -0.99470264 0.06546775 0.00240927
-0.70209280 -0.11887551 -0.70209280 -0.12077263 -0.98530602 -0.12077263 0.00128988
-0.70209280 -0.11887551 0.70209280 -0.12077263 -0.98530602 0.12077263 0.00128988
